Opp_ID,Account_Name,Industry,Region,Amount,Stage,Lead_Source,Sales_Notes,Created_Date
OPP-24012,Hernandez-Perry,FinTech,APAC,65361,Negotiation,Cold Outbound,"Budget is approved, but they need an API integration for Python.",2026-02-06
OPP-24013,Willis Ltd,Logistics,AMER,30936,Negotiation,Partner,Technical gap: missing multi-currency support in the dashboard.,2025-06-14
OPP-24014,Martin-Villegas,FinTech,AMER,45108,Closed Won,LinkedIn,They are comparing us to a local competitor in Berlin.,2025-09-26
OPP-24015,"Haynes, Hines and Horton",AI,APAC,34319,Closed Won,Cold Outbound,Technical gap: missing multi-currency support in the dashboard.,2025-12-31
OPP-24016,"Bautista, Anderson and Murphy",SaaS,EMEA,159923,Proposal,Partner,They are comparing us to a local competitor in Berlin.,2025-10-21
OPP-24017,"Galvan, Weaver and Green",SaaS,EMEA,86358,Proposal,Cold Outbound,"Budget is approved, but they need an API integration for Python.",2025-09-15
OPP-24018,Moss and Sons,FinTech,AMER,73240,Qualification,LinkedIn,"Highly motivated, looking to close by the end of Q3.",2025-05-12
OPP-24019,Stokes-Jimenez,HealthTech,APAC,157260,Proposal,G2 Review,Decision maker is hesitant about the pricing structure.,2025-05-16
OPP-24020,"Schmidt, Irwin and Schultz",FinTech,AMER,16076,Closed Won,G2 Review,Technical gap: missing multi-currency support in the dashboard.,2025-08-22
OPP-24021,"Wells, Young and Harper",Logistics,AMER,82304,Closed Lost,Webinar,They are comparing us to a local competitor in Berlin.,2026-03-02
OPP-24022,Stephenson-Camacho,Logistics,EMEA,185819,Closed Lost,Partner,"Budget is approved, but they need an API integration for Python.",2025-04-25
OPP-24023,Mccarthy-Wright,FinTech,EMEA,165831,Closed Lost,Webinar,"Highly motivated, looking to close by the end of Q3.",2025-11-30
OPP-24024,"Brown, Rogers and Johnson",FinTech,APAC,212246,Negotiation,Webinar,"Budget is approved, but they need an API integration for Python.",2025-07-24
OPP-24025,Collins Group,FinTech,EMEA,197599,Negotiation,Webinar,"Great call, but internal restructuring might delay the sign-off.",2025-05-21
OPP-24026,"Brooks, Stuart and Russo",Retail,AMER,228878,Proposal,Partner,Decision maker is hesitant about the pricing structure.,2025-09-22
OPP-24027,"Armstrong, Jackson and Guerrero",SaaS,APAC,241715,Negotiation,Webinar,"Budget is approved, but they need an API integration for Python.",2025-08-09
OPP-24028,Wood LLC,Retail,AMER,240947,Qualification,Webinar,Decision maker is hesitant about the pricing structure.,2025-08-30
OPP-24029,Bowman Ltd,AI,APAC,72420,Negotiation,G2 Review,"Budget is approved, but they need an API integration for Python.",2025-06-13
OPP-24030,Barker LLC,Logistics,AMER,214263,Qualification,G2 Review,Decision maker is hesitant about the pricing structure.,2025-03-17
OPP-24031,"Harris, Walton and Smith",FinTech,APAC,159875,Closed Won,G2 Review,Decision maker is hesitant about the pricing structure.,2025-06-08
OPP-24032,Byrd-Robinson,AI,EMEA,171005,Negotiation,Webinar,"Budget is approved, but they need an API integration for Python.",2025-06-12
OPP-24033,Melton LLC,Retail,EMEA,226367,Closed Lost,Cold Outbound,"Great call, but internal restructuring might delay the sign-off.",2025-10-31
OPP-24034,Avila-Johnson,AI,APAC,116170,Discovery,Cold Outbound,Technical gap: missing multi-currency support in the dashboard.,2025-06-27
OPP-24035,Berger-French,AI,EMEA,110122,Closed Lost,LinkedIn,Customer requested a 15% discount; Finance approval pending.,2025-06-06
OPP-24036,Gallegos-Turner,Logistics,EMEA,141511,Discovery,G2 Review,"Great call, but internal restructuring might delay the sign-off.",2025-08-11
OPP-24037,Smith Inc,Logistics,EMEA,29075,Closed Won,Cold Outbound,"Great call, but internal restructuring might delay the sign-off.",2026-02-01
OPP-24038,Moody LLC,SaaS,AMER,235914,Negotiation,Cold Outbound,Decision maker is hesitant about the pricing structure.,2026-02-21
OPP-24039,Newman Inc,AI,APAC,230908,Closed Lost,G2 Review,Technical gap: missing multi-currency support in the dashboard.,2025-11-17
OPP-24040,"Benjamin, Jones and Ward",Retail,APAC,150421,Proposal,G2 Review,Technical gap: missing multi-currency support in the dashboard.,2025-12-02
OPP-24041,Scott Group,Retail,APAC,82809,Discovery,LinkedIn,Decision maker is hesitant about the pricing structure.,2025-04-23
OPP-24042,"Lewis, Valdez and Calhoun",AI,APAC,110771,Proposal,Webinar,"Highly motivated, looking to close by the end of Q3.",2025-05-11
OPP-24043,Thompson-Bean,Retail,APAC,241449,Proposal,Partner,Decision maker is hesitant about the pricing structure.,2025-09-16
OPP-24044,"Obrien, Ortiz and Hanson",AI,EMEA,75864,Negotiation,Partner,Customer requested a 15% discount; Finance approval pending.,2025-03-19
OPP-24045,Williams LLC,Logistics,APAC,171507,Discovery,LinkedIn,Customer requested a 15% discount; Finance approval pending.,2025-11-26
OPP-24046,Bush-Arellano,AI,APAC,85608,Qualification,LinkedIn,Decision maker is hesitant about the pricing structure.,2025-11-26
OPP-24047,Bryant Group,SaaS,AMER,128637,Discovery,Partner,Decision maker is hesitant about the pricing structure.,2025-08-05
OPP-24048,Martinez PLC,Logistics,EMEA,164251,Closed Lost,G2 Review,"Highly motivated, looking to close by the end of Q3.",2025-08-05
OPP-24049,Valencia Inc,SaaS,AMER,86200,Discovery,Partner,Customer requested a 15% discount; Finance approval pending.,2025-11-24
OPP-24050,"Wilson, Martinez and Flores",SaaS,EMEA,178010,Closed Won,LinkedIn,"Budget is approved, but they need an API integration for Python.",2025-09-27
OPP-24051,Orozco-Crane,Logistics,EMEA,154416,Closed Won,Webinar,Technical gap: missing multi-currency support in the dashboard.,2025-06-06
OPP-24052,Brown Ltd,HealthTech,APAC,116398,Closed Lost,Partner,They are comparing us to a local competitor in Berlin.,2026-01-12
OPP-24053,Miller and Sons,SaaS,AMER,128993,Qualification,Cold Outbound,Technical gap: missing multi-currency support in the dashboard.,2026-03-02
OPP-24054,Ponce LLC,Retail,APAC,182939,Negotiation,LinkedIn,Technical gap: missing multi-currency support in the dashboard.,2026-02-15
OPP-24055,Davis-Holmes,SaaS,APAC,116396,Closed Lost,G2 Review,Customer requested a 15% discount; Finance approval pending.,2025-05-11
OPP-24056,Johnson-Doyle,FinTech,AMER,208008,Closed Lost,LinkedIn,"Budget is approved, but they need an API integration for Python.",2025-08-09
OPP-24057,Stevens-Hill,FinTech,APAC,136213,Qualification,Webinar,Customer requested a 15% discount; Finance approval pending.,2025-04-10
OPP-24058,Delacruz-Johnson,AI,AMER,209286,Proposal,Webinar,Decision maker is hesitant about the pricing structure.,2025-05-11
OPP-24059,Holt Ltd,Retail,EMEA,107491,Closed Won,Partner,Technical gap: missing multi-currency support in the dashboard.,2025-06-13
OPP-24060,"Dominguez, Williams and Huffman",Logistics,APAC,79043,Closed Lost,LinkedIn,Customer requested a 15% discount; Finance approval pending.,2025-06-10
OPP-24061,"Carter, Garcia and Johns",SaaS,AMER,213131,Negotiation,Cold Outbound,Customer requested a 15% discount; Finance approval pending.,2025-03-31
OPP-24062,Davis-Dodson,Logistics,APAC,182466,Closed Lost,Webinar,Technical gap: missing multi-currency support in the dashboard.,2025-12-14
OPP-24063,Howell-Richmond,Retail,EMEA,124740,Closed Lost,Cold Outbound,"Budget is approved, but they need an API integration for Python.",2025-07-03
OPP-24064,"Harris, Lane and Stout",SaaS,APAC,173402,Proposal,G2 Review,"Great call, but internal restructuring might delay the sign-off.",2025-12-02
OPP-24065,Sellers Group,SaaS,EMEA,24986,Discovery,G2 Review,"Great call, but internal restructuring might delay the sign-off.",2025-07-19
OPP-24066,Rose and Sons,Logistics,EMEA,39368,Qualification,G2 Review,Technical gap: missing multi-currency support in the dashboard.,2025-11-05
OPP-24067,"Williams, Johnson and Cook",SaaS,EMEA,86104,Closed Won,Partner,Customer requested a 15% discount; Finance approval pending.,2026-01-31
OPP-24068,Liu LLC,Retail,AMER,129683,Discovery,G2 Review,Technical gap: missing multi-currency support in the dashboard.,2025-10-25
OPP-24069,"Myers, Mccormick and Smith",AI,AMER,18646,Closed Lost,Partner,Customer requested a 15% discount; Finance approval pending.,2025-11-14
OPP-24070,Knapp Group,Logistics,APAC,226294,Closed Won,Partner,Decision maker is hesitant about the pricing structure.,2025-04-29
OPP-24071,"Smith, Marshall and Miller",Logistics,EMEA,150239,Qualification,Cold Outbound,Customer requested a 15% discount; Finance approval pending.,2025-04-17
OPP-24072,Ferguson-Fisher,FinTech,EMEA,78696,Proposal,LinkedIn,Decision maker is hesitant about the pricing structure.,2025-12-17
OPP-24073,"Steele, Dickerson and Schaefer",Retail,AMER,171789,Closed Won,G2 Review,They are comparing us to a local competitor in Berlin.,2025-10-06
OPP-24074,Goodwin-Crane,SaaS,APAC,235987,Closed Won,Partner,"Highly motivated, looking to close by the end of Q3.",2025-10-31
OPP-24075,Chapman Group,AI,APAC,213455,Discovery,LinkedIn,Technical gap: missing multi-currency support in the dashboard.,2025-04-15
OPP-24076,Browning-Osborne,AI,AMER,57626,Discovery,Cold Outbound,"Highly motivated, looking to close by the end of Q3.",2025-11-12
OPP-24077,Wilson-Brown,Retail,EMEA,123951,Discovery,LinkedIn,Customer requested a 15% discount; Finance approval pending.,2025-07-18
OPP-24078,"Martinez, Anderson and Brewer",AI,AMER,223543,Proposal,G2 Review,"Great call, but internal restructuring might delay the sign-off.",2025-11-23
OPP-24079,"Wells, Potter and Dunlap",FinTech,APAC,236657,Discovery,LinkedIn,Customer requested a 15% discount; Finance approval pending.,2026-02-28
OPP-24080,"Wright, Walker and Jordan",FinTech,APAC,153801,Proposal,Cold Outbound,"Great call, but internal restructuring might delay the sign-off.",2025-07-04
OPP-24081,"Mitchell, Boyd and Montgomery",Retail,AMER,48870,Closed Lost,Webinar,They are comparing us to a local competitor in Berlin.,2025-09-15
OPP-24082,Velasquez-Adams,Logistics,AMER,160187,Proposal,G2 Review,Decision maker is hesitant about the pricing structure.,2025-10-29
OPP-24083,Nelson and Sons,FinTech,EMEA,233261,Discovery,Partner,Customer requested a 15% discount; Finance approval pending.,2026-01-21
OPP-24084,Mcdowell PLC,FinTech,EMEA,79351,Discovery,Partner,"Budget is approved, but they need an API integration for Python.",2025-03-31
OPP-24085,"Lyons, George and Barker",HealthTech,AMER,95560,Proposal,Partner,"Budget is approved, but they need an API integration for Python.",2025-12-17
OPP-24086,"Jackson, Williams and Young",FinTech,EMEA,238755,Closed Lost,Cold Outbound,"Highly motivated, looking to close by the end of Q3.",2025-08-09
OPP-24087,Tucker-Kennedy,Logistics,EMEA,121176,Qualification,G2 Review,Customer requested a 15% discount; Finance approval pending.,2025-03-31
OPP-24088,"Garza, Mcintyre and Reyes",Logistics,APAC,129137,Closed Lost,Partner,They are comparing us to a local competitor in Berlin.,2025-05-12
OPP-24089,Leach LLC,FinTech,APAC,165838,Discovery,G2 Review,Technical gap: missing multi-currency support in the dashboard.,2025-04-05
OPP-24090,Carroll-Chavez,FinTech,AMER,235273,Closed Lost,Partner,"Great call, but internal restructuring might delay the sign-off.",2025-06-27
OPP-24091,Holden Group,FinTech,EMEA,100499,Negotiation,Webinar,They are comparing us to a local competitor in Berlin.,2025-10-22
OPP-24092,Jones-Michael,FinTech,AMER,88970,Qualification,G2 Review,"Highly motivated, looking to close by the end of Q3.",2025-05-30
OPP-24093,"Ellison, Gibson and Long",FinTech,APAC,244157,Closed Won,Webinar,Decision maker is hesitant about the pricing structure.,2025-06-01
OPP-24094,"Hernandez, Bryant and Pearson",Logistics,APAC,118194,Negotiation,Partner,"Great call, but internal restructuring might delay the sign-off.",2025-06-20
OPP-24095,Myers Group,Logistics,EMEA,64180,Negotiation,G2 Review,"Great call, but internal restructuring might delay the sign-off.",2025-12-31
OPP-24096,"Ward, Hill and Reyes",Retail,EMEA,228221,Discovery,LinkedIn,"Highly motivated, looking to close by the end of Q3.",2025-08-14
OPP-24097,"Howell, Wright and Oconnell",FinTech,EMEA,65772,Negotiation,G2 Review,"Great call, but internal restructuring might delay the sign-off.",2025-07-05
OPP-24098,"Brown, Perez and Jordan",Retail,EMEA,177066,Proposal,Cold Outbound,"Budget is approved, but they need an API integration for Python.",2025-10-05
OPP-24099,Duncan LLC,Logistics,EMEA,69392,Closed Won,G2 Review,Technical gap: missing multi-currency support in the dashboard.,2026-01-25
OPP-24100,Smith-Daniels,FinTech,AMER,195126,Proposal,Webinar,Customer requested a 15% discount; Finance approval pending.,2025-04-01
OPP-24101,Thornton LLC,HealthTech,APAC,88972,Closed Lost,Cold Outbound,Customer requested a 15% discount; Finance approval pending.,2025-08-22
OPP-24102,"Velazquez, White and Williams",Retail,EMEA,47747,Closed Lost,LinkedIn,"Budget is approved, but they need an API integration for Python.",2025-10-08
OPP-24103,"Fields, Randolph and Finley",FinTech,EMEA,117298,Qualification,Partner,"Budget is approved, but they need an API integration for Python.",2025-10-07
OPP-24104,Lopez PLC,Logistics,AMER,197371,Negotiation,Cold Outbound,"Highly motivated, looking to close by the end of Q3.",2025-08-02
OPP-24105,Adams Ltd,Retail,APAC,177763,Qualification,Webinar,"Highly motivated, looking to close by the end of Q3.",2025-06-18
OPP-24106,"Cook, Robinson and Sandoval",Logistics,APAC,79223,Proposal,G2 Review,Customer requested a 15% discount; Finance approval pending.,2025-12-06
OPP-24107,"Hughes, Stein and Blanchard",HealthTech,EMEA,123529,Qualification,LinkedIn,"Highly motivated, looking to close by the end of Q3.",2026-03-06
OPP-24108,Mcclain Inc,Logistics,AMER,73822,Closed Lost,Cold Outbound,Customer requested a 15% discount; Finance approval pending.,2025-07-14
OPP-24109,Tran LLC,HealthTech,APAC,40858,Discovery,Partner,"Highly motivated, looking to close by the end of Q3.",2026-01-18
OPP-24110,"Mckinney, Foster and Mccarthy",Logistics,AMER,240709,Discovery,Webinar,"Budget is approved, but they need an API integration for Python.",2025-11-17
OPP-24111,Johnson Group,Retail,AMER,15965,Proposal,Cold Outbound,Technical gap: missing multi-currency support in the dashboard.,2025-08-15
OPP-24112,Hill-Kline,Logistics,AMER,225350,Negotiation,Partner,They are comparing us to a local competitor in Berlin.,2025-10-02
OPP-24113,Henry LLC,SaaS,EMEA,70871,Negotiation,LinkedIn,Decision maker is hesitant about the pricing structure.,2025-11-16
OPP-24114,Mcguire-Heath,AI,APAC,152772,Negotiation,Cold Outbound,Technical gap: missing multi-currency support in the dashboard.,2025-10-03
OPP-24115,Evans-Bennett,HealthTech,EMEA,132761,Qualification,G2 Review,"Great call, but internal restructuring might delay the sign-off.",2025-05-30
OPP-24116,Baldwin PLC,Retail,AMER,53805,Closed Lost,LinkedIn,"Budget is approved, but they need an API integration for Python.",2025-11-26
OPP-24117,Murphy-Randolph,HealthTech,EMEA,138222,Closed Won,G2 Review,"Great call, but internal restructuring might delay the sign-off.",2025-08-17
OPP-24118,Chen-Fernandez,SaaS,APAC,243384,Qualification,G2 Review,"Budget is approved, but they need an API integration for Python.",2025-10-12
OPP-24119,Jenkins-White,FinTech,APAC,233264,Discovery,LinkedIn,"Great call, but internal restructuring might delay the sign-off.",2025-11-29
OPP-24120,Pratt-Schwartz,SaaS,APAC,91063,Closed Won,Cold Outbound,"Highly motivated, looking to close by the end of Q3.",2025-06-14
OPP-24121,Johnson-Rhodes,AI,EMEA,134104,Negotiation,LinkedIn,They are comparing us to a local competitor in Berlin.,2025-07-06
OPP-24122,Garcia-Walker,Logistics,EMEA,86465,Negotiation,G2 Review,Technical gap: missing multi-currency support in the dashboard.,2025-06-11
OPP-24123,Foster-Wright,FinTech,AMER,234853,Discovery,Cold Outbound,They are comparing us to a local competitor in Berlin.,2026-03-08
OPP-24124,"Freeman, Potts and Lopez",FinTech,APAC,19143,Proposal,G2 Review,They are comparing us to a local competitor in Berlin.,2025-07-26
OPP-24125,Martin and Sons,Retail,APAC,76059,Discovery,Partner,Technical gap: missing multi-currency support in the dashboard.,2025-09-25
OPP-24126,"Conner, Cruz and Hernandez",AI,AMER,103058,Qualification,Partner,Customer requested a 15% discount; Finance approval pending.,2025-05-28
OPP-24127,Wade Group,FinTech,APAC,39916,Qualification,Cold Outbound,"Great call, but internal restructuring might delay the sign-off.",2025-12-27
OPP-24128,Mcfarland Inc,SaaS,AMER,92996,Discovery,LinkedIn,"Budget is approved, but they need an API integration for Python.",2025-10-26
OPP-24129,"Lamb, Chavez and Cook",SaaS,AMER,76104,Discovery,G2 Review,Technical gap: missing multi-currency support in the dashboard.,2025-06-28
OPP-24130,Sanchez-Madden,SaaS,APAC,215298,Qualification,G2 Review,Decision maker is hesitant about the pricing structure.,2026-02-16
OPP-24131,"Kane, Garcia and Hernandez",AI,EMEA,50576,Qualification,Partner,Customer requested a 15% discount; Finance approval pending.,2025-04-11
OPP-24132,Foster Ltd,HealthTech,APAC,192952,Qualification,G2 Review,"Great call, but internal restructuring might delay the sign-off.",2025-09-28
OPP-24133,Bryant-Pittman,SaaS,AMER,194679,Negotiation,Cold Outbound,They are comparing us to a local competitor in Berlin.,2026-02-14
OPP-24134,"Lee, Williams and Smith",SaaS,AMER,81182,Qualification,Cold Outbound,Customer requested a 15% discount; Finance approval pending.,2025-07-21
OPP-24135,Glover and Sons,Retail,APAC,138307,Discovery,Cold Outbound,"Budget is approved, but they need an API integration for Python.",2025-08-20
OPP-24136,Ryan-Ball,FinTech,EMEA,211741,Proposal,G2 Review,Technical gap: missing multi-currency support in the dashboard.,2025-12-03
OPP-24137,"Johnson, Day and Logan",HealthTech,AMER,218543,Proposal,LinkedIn,"Budget is approved, but they need an API integration for Python.",2025-12-15
OPP-24138,"Beck, Powell and Moreno",SaaS,EMEA,92206,Closed Lost,LinkedIn,"Great call, but internal restructuring might delay the sign-off.",2025-12-27
OPP-24139,Meyer-Warner,FinTech,APAC,30697,Closed Won,Webinar,"Highly motivated, looking to close by the end of Q3.",2025-10-30
OPP-24140,"Hogan, Rivas and Ford",Retail,APAC,94970,Discovery,LinkedIn,"Great call, but internal restructuring might delay the sign-off.",2025-09-12
OPP-24141,Lopez-Clark,Retail,AMER,214938,Closed Lost,G2 Review,"Budget is approved, but they need an API integration for Python.",2025-08-26
OPP-24142,"Tapia, Chan and Anthony",FinTech,AMER,149328,Negotiation,LinkedIn,"Budget is approved, but they need an API integration for Python.",2025-05-12
OPP-24143,Davis-Greene,SaaS,EMEA,108100,Proposal,Partner,Decision maker is hesitant about the pricing structure.,2025-10-31
OPP-24144,Torres-Woods,HealthTech,EMEA,83819,Closed Won,Webinar,They are comparing us to a local competitor in Berlin.,2025-03-22
OPP-24145,Barrett and Sons,AI,APAC,156990,Negotiation,G2 Review,They are comparing us to a local competitor in Berlin.,2025-07-27
OPP-24146,Garcia Inc,Retail,AMER,50718,Closed Won,LinkedIn,Decision maker is hesitant about the pricing structure.,2025-08-29
OPP-24147,Taylor-Little,AI,AMER,116555,Closed Lost,Webinar,"Highly motivated, looking to close by the end of Q3.",2025-03-27
OPP-24148,"Smith, Shaw and Anderson",FinTech,APAC,201676,Closed Lost,LinkedIn,Technical gap: missing multi-currency support in the dashboard.,2025-08-31
OPP-24149,Morgan Ltd,HealthTech,APAC,106547,Proposal,G2 Review,Technical gap: missing multi-currency support in the dashboard.,2025-08-28
OPP-24150,Waters and Sons,AI,AMER,96871,Discovery,Webinar,"Great call, but internal restructuring might delay the sign-off.",2025-08-16
OPP-24151,Graham-Reid,Logistics,APAC,75526,Negotiation,LinkedIn,Technical gap: missing multi-currency support in the dashboard.,2025-09-09
OPP-24152,Zimmerman-Castro,HealthTech,AMER,42553,Qualification,Cold Outbound,Customer requested a 15% discount; Finance approval pending.,2025-08-25
OPP-24153,Love and Sons,AI,EMEA,198165,Proposal,G2 Review,"Budget is approved, but they need an API integration for Python.",2025-08-24
OPP-24154,"Rhodes, Garza and Rice",FinTech,EMEA,67353,Qualification,G2 Review,"Budget is approved, but they need an API integration for Python.",2025-05-23
OPP-24155,Martin-Robinson,Retail,AMER,131185,Discovery,LinkedIn,Technical gap: missing multi-currency support in the dashboard.,2025-06-22
OPP-24156,White-Ellis,SaaS,EMEA,140333,Discovery,Webinar,"Budget is approved, but they need an API integration for Python.",2025-07-30
OPP-24157,Henderson PLC,HealthTech,APAC,46342,Closed Won,Partner,Decision maker is hesitant about the pricing structure.,2025-06-27
OPP-24158,Sloan-Edwards,HealthTech,EMEA,117507,Proposal,Partner,Technical gap: missing multi-currency support in the dashboard.,2025-04-29
OPP-24159,"Austin, Cooper and Hancock",SaaS,APAC,121480,Qualification,Partner,"Great call, but internal restructuring might delay the sign-off.",2025-10-08
OPP-24160,"James, Baker and Williams",AI,EMEA,104906,Qualification,LinkedIn,Decision maker is hesitant about the pricing structure.,2025-09-11
OPP-24161,"Anderson, Armstrong and Williams",SaaS,EMEA,107949,Closed Lost,LinkedIn,"Highly motivated, looking to close by the end of Q3.",2025-08-08
OPP-24162,Anderson Inc,Logistics,EMEA,30243,Discovery,Partner,Customer requested a 15% discount; Finance approval pending.,2025-05-06
OPP-24163,Castillo and Sons,HealthTech,EMEA,140480,Proposal,Cold Outbound,"Budget is approved, but they need an API integration for Python.",2025-10-03
OPP-24164,Ball-Turner,FinTech,APAC,65892,Negotiation,Cold Outbound,"Budget is approved, but they need an API integration for Python.",2025-06-05
OPP-24165,"Wade, Mcfarland and Burgess",AI,AMER,210388,Proposal,Cold Outbound,Technical gap: missing multi-currency support in the dashboard.,2025-12-05
OPP-24166,Lopez and Sons,Logistics,APAC,155917,Qualification,Partner,"Highly motivated, looking to close by the end of Q3.",2025-12-06
OPP-24167,"Wells, Bryant and Charles",AI,APAC,235970,Proposal,LinkedIn,"Highly motivated, looking to close by the end of Q3.",2025-12-10
OPP-24168,"Huang, Ramirez and Johnson",HealthTech,APAC,184048,Discovery,Partner,Technical gap: missing multi-currency support in the dashboard.,2025-08-02
OPP-24169,Baker and Sons,SaaS,AMER,25602,Proposal,Webinar,"Highly motivated, looking to close by the end of Q3.",2025-05-19
OPP-24170,King-Schroeder,AI,APAC,241935,Qualification,LinkedIn,Customer requested a 15% discount; Finance approval pending.,2025-07-25
OPP-24171,"Powers, Nelson and Hall",AI,APAC,223033,Proposal,Cold Outbound,"Budget is approved, but they need an API integration for Python.",2025-06-16
OPP-24172,"Gordon, Esparza and Whitehead",HealthTech,AMER,92814,Negotiation,Webinar,They are comparing us to a local competitor in Berlin.,2025-08-11
OPP-24173,Jenkins LLC,SaaS,APAC,185947,Discovery,Partner,Technical gap: missing multi-currency support in the dashboard.,2025-11-14
OPP-24174,Moore-Moore,Logistics,EMEA,155580,Discovery,Webinar,Decision maker is hesitant about the pricing structure.,2025-10-22
OPP-24175,Wolfe Ltd,Logistics,EMEA,161672,Closed Won,Webinar,"Budget is approved, but they need an API integration for Python.",2025-09-07
OPP-24176,Davis-Castro,Logistics,AMER,196822,Qualification,G2 Review,Customer requested a 15% discount; Finance approval pending.,2025-08-24
OPP-24177,Mcdonald PLC,AI,AMER,85782,Closed Lost,Webinar,"Highly motivated, looking to close by the end of Q3.",2025-11-02
OPP-24178,"Campbell, Morales and Richardson",FinTech,APAC,208952,Closed Won,LinkedIn,"Budget is approved, but they need an API integration for Python.",2026-02-10
OPP-24179,Buckley-Sanchez,AI,APAC,64244,Closed Lost,Partner,They are comparing us to a local competitor in Berlin.,2025-12-05
OPP-24180,"Harvey, Simmons and Best",Retail,APAC,203036,Closed Won,G2 Review,They are comparing us to a local competitor in Berlin.,2025-07-22
OPP-24181,"Sullivan, Ware and Rodriguez",HealthTech,EMEA,229317,Qualification,Webinar,Technical gap: missing multi-currency support in the dashboard.,2025-08-15
OPP-24182,Edwards Inc,Retail,AMER,232251,Closed Won,Webinar,"Budget is approved, but they need an API integration for Python.",2025-10-17
OPP-24183,"Davis, Sweeney and Mendoza",Retail,EMEA,116437,Discovery,LinkedIn,"Great call, but internal restructuring might delay the sign-off.",2025-11-23
OPP-24184,"Andrews, Barnes and Jackson",SaaS,EMEA,90023,Negotiation,G2 Review,Customer requested a 15% discount; Finance approval pending.,2026-02-19
OPP-24185,Miller-Johnson,Logistics,EMEA,55096,Negotiation,Webinar,"Highly motivated, looking to close by the end of Q3.",2025-08-18
OPP-24186,Webb-Ford,Logistics,APAC,86953,Qualification,LinkedIn,Technical gap: missing multi-currency support in the dashboard.,2026-02-13
OPP-24187,"Mullins, Mccullough and Rangel",AI,EMEA,237985,Closed Lost,LinkedIn,They are comparing us to a local competitor in Berlin.,2026-01-03
OPP-24188,White PLC,FinTech,APAC,212035,Discovery,G2 Review,"Highly motivated, looking to close by the end of Q3.",2025-10-13
OPP-24189,"Floyd, Brock and Fields",AI,EMEA,81939,Closed Lost,Cold Outbound,"Budget is approved, but they need an API integration for Python.",2026-01-06
OPP-24190,"Johnson, Macdonald and Jones",AI,EMEA,28138,Discovery,LinkedIn,"Budget is approved, but they need an API integration for Python.",2025-12-18
OPP-24191,Snyder-Ponce,AI,AMER,35123,Closed Won,LinkedIn,Technical gap: missing multi-currency support in the dashboard.,2025-06-05
OPP-24192,Perry Inc,AI,APAC,59726,Proposal,LinkedIn,Decision maker is hesitant about the pricing structure.,2025-08-22
OPP-24193,Esparza-Russell,HealthTech,APAC,198486,Negotiation,Partner,Technical gap: missing multi-currency support in the dashboard.,2025-06-21
OPP-24194,Guerrero LLC,FinTech,AMER,141398,Discovery,LinkedIn,"Highly motivated, looking to close by the end of Q3.",2025-03-22
OPP-24195,Smith PLC,Retail,AMER,145282,Discovery,G2 Review,Decision maker is hesitant about the pricing structure.,2025-03-23
OPP-24196,"Villanueva, Henson and Swanson",AI,AMER,53737,Negotiation,Cold Outbound,Customer requested a 15% discount; Finance approval pending.,2025-10-13
OPP-24197,Schultz Ltd,FinTech,AMER,123952,Qualification,G2 Review,"Highly motivated, looking to close by the end of Q3.",2026-02-12
OPP-24198,Oconnor Ltd,Logistics,EMEA,68604,Closed Won,Cold Outbound,Technical gap: missing multi-currency support in the dashboard.,2025-12-11
OPP-24199,Miller-Perez,Logistics,AMER,174100,Closed Won,Cold Outbound,"Highly motivated, looking to close by the end of Q3.",2025-12-08
OPP-24200,"Hughes, Taylor and Collier",AI,AMER,94712,Negotiation,LinkedIn,Customer requested a 15% discount; Finance approval pending.,2025-09-13
OPP-24201,Williams-Buck,AI,APAC,235401,Discovery,LinkedIn,"Highly motivated, looking to close by the end of Q3.",2025-03-20
OPP-24202,Shah-Bush,Logistics,EMEA,211851,Closed Won,Cold Outbound,Decision maker is hesitant about the pricing structure.,2025-07-16
OPP-24203,Bryan-Brady,FinTech,APAC,126345,Closed Lost,Cold Outbound,Decision maker is hesitant about the pricing structure.,2025-12-15
OPP-24204,"Powers, Gomez and West",FinTech,EMEA,147518,Negotiation,Partner,Decision maker is hesitant about the pricing structure.,2025-04-17
OPP-24205,Lawson-Doyle,HealthTech,APAC,74843,Negotiation,LinkedIn,Customer requested a 15% discount; Finance approval pending.,2025-11-24
OPP-24206,Davis-Brown,Retail,APAC,24299,Closed Won,Partner,They are comparing us to a local competitor in Berlin.,2025-09-13
OPP-24207,"Greene, Chen and Wright",Retail,AMER,240235,Qualification,Webinar,"Great call, but internal restructuring might delay the sign-off.",2025-05-13
OPP-24208,"Thompson, Nguyen and Cooper",AI,APAC,114561,Qualification,LinkedIn,They are comparing us to a local competitor in Berlin.,2025-04-20
OPP-24209,"Livingston, Smith and Bennett",HealthTech,EMEA,85607,Closed Won,Webinar,"Budget is approved, but they need an API integration for Python.",2025-06-09
OPP-24210,"Prince, Henry and Miller",Logistics,EMEA,223250,Negotiation,Webinar,Customer requested a 15% discount; Finance approval pending.,2025-04-14
OPP-24211,"Mitchell, Merritt and Leonard",Logistics,APAC,101391,Qualification,G2 Review,They are comparing us to a local competitor in Berlin.,2026-03-09
OPP-24212,Barrett-Smith,FinTech,AMER,63050,Discovery,Partner,Decision maker is hesitant about the pricing structure.,2025-11-11
OPP-24213,Perez-Todd,Logistics,EMEA,119308,Qualification,Webinar,Decision maker is hesitant about the pricing structure.,2025-09-24
